id,PCode,Description,Charge,ServiceCharge,SCPcorTk,Vat,VatPcOrTk,LessAmount,RefFee,RefFeePcOrTk,ReportFee,ReportFeePcOrTk,CollectionFee,CollectionFeePcOrTk,OthersFee,OthersFeePcOrTk,ReportDeliverDuration,OutTest,CanChangePrice,ShowDoctorCode,CanGiveLess,ReportFileName,IsAdjustAmt,IsShow,UserName,BranchId,SubSubDeptName,SubDeptName,DeptName,VaqGroup,VaqName,VaqPrice,VaqVat,VaqComm,VaqStatus,OutdoorReportGroup,AccountGroup,DiscountGroup,IndoorBillGroup,Unit,Status,CorporateLess,AcCode,AcName,HonoriumGroup,CreatedAt,CanChangeQty,LessType,CanEdit,ReportGroupName,StickerName,LabReportFileName,UserLog,IpdRefFee,IpdRefFeePcOrTk
4098,1011,URINE CALCIUM SPOT,550,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4099,1012,Liver Function Test (LFT),1200,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,sabbir,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,1,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4100,1013,DHEAS,1320,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4101,1014,"T.Protein,S.Albumin, Globulin.  A/G. Ratio ",1100,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4102,1015,GTT (2 Sample),800,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,tufazzal,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4103,1016,CSF BIO-CHEM,660,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4104,1017,GTT (3 samples) + Glucose,1000,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,tufazzal,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4105,1018,SGPT (ALT) ,500,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,1,0,1,Biochemistry,1,1,abm ashraf,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4106,1019,Urinary Amylase ,1100,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,RED,Vacutainer Tube 4ml,10,0,0,1,Biochemistry,Non Hospital Income,LabTest,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4107,1020,Pericardial Fluid for Biochemistry ,935,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4108,1021,Pleural Fluid for Sugar ,250,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,tufazzal,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4109,1022,Serum Lipase ,1000,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,1,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4110,1023,SGOT (AST),550,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4111,1024,Anti HSV 1+2 IgG,2000,0,%,0,Tk.,0,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Immunology,0,1,abm ashraf,1,Laboratory Test,LabTest,Diagnostic,0,0,0,0,0,0,Immunology,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Immunology,Immunology,Immunology,,0,Tk.
4112,1025,Synovial Protein for Sugar ,450,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,RED,Vacutainer Tube 4ml,10,0,0,1,Biochemistry,Non Hospital Income,LabTest,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4113,1026,Blood Glucose 2 hrs after Dinner ,250,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,sabbir,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4114,1027,Autologous Serum Skin,1000,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Serology,0,1,Admin,1,Serology Test,LabTest,Diagnostic,RED,Vacutainer Tube 4ml(Serology),10,0,0,1,Serology,Non Hospital Income,LabTest,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Serology,Serology,Serology,,0,Tk.
4115,1028,Serum Creatinine ,400,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,RED,Vacutainer Tube 4ml,0,0,0,1,Biochemistry,Non Hospital Income,LabTest,Non Hospital Income,1,0,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4116,1029,URINE URIC ACID (SPOT),385,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4118,1031,URINE URIC ACID(24hrs),550,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,1,0,0,0,1,Biochemistry,0,1,tufazzal,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4119,1032,Serum IgE,1100,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,2,0,0,0,1,Immunology,0,1,Admin,1,Immunology Test,LabTest,Diagnostic,0,0,0,0,0,0,Immunology,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Immunology,Immunology,Immunology,,0,Tk.
4120,1033,24hrs Urine for Electrolyte,1000,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4121,1034,Lipid Profile (Random),1200,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,abm ashraf,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4122,1035,Synovial Fluid for Protein ,500,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,RED,,10,0,0,1,Biochemistry,Non Hospital Income,LabTest,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4123,1036,Blood Glucose 1 hr after 50 gm Glucose Drink  ,250,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,tufazzal,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4124,1037,RA Test (RF Factor),650,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Serology,0,1,Admin,1,Serology Test,LabTest,Diagnostic,0,0,0,0,0,0,Serology,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Serology,Serology,Serology,,0,Tk.
4125,1038,Haemoglobin,200,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,Pink,,10,0,0,1,Biochemistry,Non Hospital Income,LabTest,Non Hospital Income,1,0,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4126,1039,S. Calcium,600,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,sabbir,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4127,1040,Cyclosporine,2420,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Clinical Pathology,0,1,Admin,1,Clinical Pathology Test,LabTest,Diagnostic,0,0,0,0,0,0,Clinical Pathology,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Clinical Pathology,Clinical Pathology,Clinical Pathology,,0,Tk.
4128,1041,"24 hrs. Urine for Total Protein(UTP,UTV)",1000,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,1,0,0,0,1,Biochemistry,0,1,sabbir,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4129,1042,Pericardial Fluid for Protein ,400,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,tufazzal,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4130,1043,CSF ALBUMIN,400,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,tufazzal,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4131,1044,Bilirubin (Total),300,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,abm ashraf,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4132,1045,"Serum Bilirubin Total, Direct & Indirect",900,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,1,0,0,0,1,Biochemistry,0,1,Urmi,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4133,1046,BUN,700,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,0,Biochemistry,0,1,sabbir,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4134,1047,Serum Iron Profile,3600,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,1,0,0,0,0,Immunology,0,1,abm ashraf,1,Immunology Test,LabTest,Diagnostic,0,0,0,0,0,0,Immunology,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Immunology,Immunology,Immunology,,0,Tk.
4135,1048,Chloride (CL),330,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,0,Admin,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4136,1049,Peritoneal Fluid for Sugar ,250,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,tufazzal,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4137,1050,Pancreatic Amylase,1200,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,sabbir,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4138,1051,"FT3, FT4 & TSH",2900,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Immunology,0,1,sabbir,1,Immunology Test,LabTest,Diagnostic,0,0,0,0,0,0,Immunology,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Immunology,Immunology,Immunology,,0,Tk.
4139,1052,Total Protein,700,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,sabbir,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4140,1053,VACUTAINER TUBE,15,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,Red,Vacutainer Tube 4ml,10,0,0,1,Biochemistry,Non Hospital Income,LabTest,Non Hospital Income,1,0,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4141,1054,Diylysis  positive,3000,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,1,0,0,0,1,Microbiology,0,1,Admin,1,Microbiology Test,LabTest,Diagnostic,CONTAINER,Vacutainer Tube 4ml,10,0,0,0,Microbiology,Non Hospital Income,LabTest,Non Hospital Income,1,0,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Microbiology,Microbiology,Microbiology,,0,Tk.
4142,1055,CPK,1100,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,1,0,0,0,1,Biochemistry,0,1,sabbir,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4143,1056,Pleural Fluid LDH ,880,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,sabbir,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Clinical Pathology,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Clinical Pathology,,0,Tk.
4144,1057,Serum Total Protein with A/G Ratio ,1100,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,RED,,10,0,0,1,Biochemistry,Non Hospital Income,LabTest,Non Hospital Income,1,0,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4145,1058,URINE Na+ SPOT,330,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4146,1059,24 hrs. Urinary Potassium (K),350,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,RED,,10,0,0,1,Biochemistry,Non Hospital Income,LabTest,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4147,1060,CSF CL,308,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4148,1061,Pleural Fluid for Biochemistry ,660,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4149,1062,Serum Bilirubin Indirect ,500,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Urmi,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4150,1063,BNP,4000,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4151,1064,Triglycerides (TG),330,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4152,1065,Urinary Choloride ,800,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,RED,,10,0,0,1,Biochemistry,Non Hospital Income,LabTest,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4153,1066,Ascitic Fluid for Protein,500,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,tufazzal,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4154,1067,Serum HSV 1+2 IgM,1100,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Clinical Pathology,0,1,Admin,1,Clinical Pathology Test,LabTest,Diagnostic,RED,Vacutainer Tube 4ml,10,0,0,1,Clinical Pathology,Non Hospital Income,LabTest,Non Hospital Income,1,0,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Clinical Pathology,Clinical Pathology,Clinical Pathology,,0,Tk.
4155,1068,PERITONEAL FLUID BIO-CHEM,600,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,Non Hospital Income,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4156,1069,Serum CPK-MB ,900,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,RED,Vacutainer Tube 4ml,10,0,0,1,Biochemistry,Non Hospital Income,LabTest,Non Hospital Income,1,0,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4157,1070,LDL - Cholesterol,600,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,sabbir,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4158,1071,Serum Globulin ,700,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,sabbir,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4159,1072,Urine For Nitrite,350,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,Admin,1,Biochemistry Test,LabTest,Diagnostic,RED,Vacutainer Tube 4ml,10,0,0,1,Biochemistry,Non Hospital Income,LabTest,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4160,1073,U.T.P. 24 HRS.,440,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,0,nur,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4161,1074,TORCH PANEL,8800,0,%,0,Tk.,0,0,%,0,Tk.,0,%,0,%,7,0,0,0,0,Biochemistry,0,1,abm ashraf,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
4162,1075,Random Blood Sugar (RBS),200,0,%,0,Tk.,25,0,%,0,Tk.,0,%,0,%,0,0,0,0,1,Biochemistry,0,1,abm ashraf,1,Biochemistry Test,LabTest,Diagnostic,0,0,0,0,0,0,Biochemistry,0,0,Non Hospital Income,1,1,1,3101020001,Income from Diagnostic (Outdoor),Path,58:15.5,0,%,1,Biochemistry,Biochemistry,Biochemistry,,0,Tk.
